,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,bowling_no_of_over,bowl_no_of_maiden_over,bowl_runs_conceded,bowl_no_of_wickets,bowl_econ,bowl_wide_balls,bowl_no_balls
239,Abhishek Jhunjhunwala,150,2009/10,Chennai Super Kings,Rajasthan Royals,no,no,2,0,18,0,9.00,0,0
240,Ryan McLaren,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,3,0,25,0,8.33,1,0
241,Harbhajan Singh,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,23,1,5.75,1,1
242,Lasith Malinga,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,36,0,9.00,2,0
243,Abu Nechim,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,2,0,26,0,13.00,2,0
244,Dwayne Bravo,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,2,0,21,1,10.50,1,0
245,Kieron Pollard,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,27,2,6.75,0,0
246,Rajagopal Sathish,155,2009/10,Chennai Super Kings,Mumbai Indians,no,no,1,0,5,0,5.00,0,0
247,Ryan Harris,160,2009/10,Chennai Super Kings,Deccan Chargers,yes,no,4,0,18,3,4.50,0,0
248,RP Singh,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,2,0,18,1,9.00,1,0
249,Rohit Sharma,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,2,0,19,0,9.50,2,0
250,Harmeet Singh,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,21,1,5.25,0,0
251,Dwayne Smith,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,1,0,14,0,14.00,0,0
252,Andrew Symonds,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,23,1,5.75,0,0
253,Pragyan Ojha,160,2009/10,Chennai Super Kings,Deccan Chargers,no,no,3,0,20,1,6.66,0,0
254,Chris Gayle,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,35,1,11.66,2,0
255,Ashok Dinda,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,25,0,12.50,1,0
256,Ajit Agarkar,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,14,0,7.00,1,0
257,Iqbal Abdulla,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,2.3,0,21,0,8.40,0,0
258,David Hussey,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,22,0,11.00,0,0
259,Angelo Mathews,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,15,0,15.00,1,0
260,Laxmi Shukla,166,2009/10,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,9,0,9.00,0,0
261,Dirk Nannes,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,3,0,25,1,8.33,2,1
262,Ashish Nehra,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,26,3,6.50,0,0
263,Umesh Yadav,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,1,0,11,0,11.00,1,0
264,Tillakaratne Dilshan,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,19,1,4.75,0,0
265,Virender Sehwag,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,18,2,4.50,0,0
266,Amit Mishra,168,2009/10,Chennai Super Kings,Delhi Daredevils,no,no,4,0,13,1,3.25,0,1
267,Ramesh Powar,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,4,0,28,2,7.00,1,0
268,Irfan Pathan,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,3.4,0,44,0,12.00,0,0
269,Vikram Singh,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,3,0,40,0,13.33,2,1
270,Piyush Chawla,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,4,0,28,1,7.00,0,0
271,Rusty Theron,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,4,0,43,1,10.75,1,0
272,Yuvraj Singh,172,2009/10,Chennai Super Kings,Kings XI Punjab,no,no,1,0,7,0,7.00,0,0
273,Andrew Symonds,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,18,1,4.50,1,0
274,Ryan Harris,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,29,3,7.25,1,0
275,RP Singh,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,33,0,8.25,1,0
276,Pragyan Ojha,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,27,1,6.75,0,0
277,Harmeet Singh,176,2009/10,Chennai Super Kings,Deccan Chargers,no,no,4,0,22,1,5.50,0,0
278,Harbhajan Singh,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,30,0,7.50,0,0
279,Lasith Malinga,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,33,0,8.25,1,0
280,Zaheer Khan,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,34,1,8.50,1,0
281,Dilhara Fernando,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,23,2,5.75,2,0
282,Kieron Pollard,178,2009/10,Chennai Super Kings,Mumbai Indians,no,no,4,0,45,1,11.25,0,0
283,Iqbal Abdulla,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,26,1,6.50,0,0
284,Yusuf Pathan,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,19,1,6.33,1,0
285,Lakshmipathy Balaji,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,25,0,6.25,0,0
286,Jacques Kallis,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,34,2,11.33,0,0
287,Sarabjit Ladda,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,29,0,9.66,0,0
288,Rajat Bhatia,179,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,19,0,6.33,0,0
289,Praveen Kumar,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,4,1,37,2,9.25,0,0
290,Ryan Harris,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,4,0,25,1,6.25,0,0
291,Ryan McLaren,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,4,0,31,0,7.75,0,1
292,Piyush Chawla,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,3,0,33,1,11.00,0,0
293,Abhishek Nayar,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,2,0,24,0,12.00,0,0
294,Bhargav Bhatt,187,2011,Chennai Super Kings,Kings XI Punjab,no,no,3,0,35,0,11.66,1,0
295,Zaheer Khan,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,33,1,8.25,0,0
296,Daniel Vettori,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,23,0,5.75,0,0
297,Johan van der Wath,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,49,2,12.25,1,0
298,Tillakaratne Dilshan,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,21,0,10.50,0,0
299,Ryan Ninan,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,31,2,10.33,0,0
300,Virat Kohli,192,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,23,0,7.66,0,0
301,RP Singh,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,4,0,24,1,6.00,1,0
302,Vinay Kumar,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,3,0,16,0,5.33,0,0
303,Thisara Perera,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,4,0,32,1,8.00,1,0
304,Ramesh Powar,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,3,0,24,0,8.00,0,0
305,Raiphi Gomez,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,2,0,20,1,10.00,0,0
306,Ravindra Jadeja,196,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,1,0,14,0,14.00,0,0
307,Munaf Patel,203,2011,Chennai Super Kings,Mumbai Indians,no,no,4,0,40,1,10.00,1,0
308,Lasith Malinga,203,2011,Chennai Super Kings,Mumbai Indians,no,no,4,0,20,2,5.00,3,0
309,Abu Nechim,203,2011,Chennai Super Kings,Mumbai Indians,no,no,2,0,19,0,9.50,1,0
310,Harbhajan Singh,203,2011,Chennai Super Kings,Mumbai Indians,yes,no,4,0,18,5,4.50,1,0
311,Rohit Sharma,203,2011,Chennai Super Kings,Mumbai Indians,no,no,1,0,15,0,15.00,0,0
312,Kieron Pollard,203,2011,Chennai Super Kings,Mumbai Indians,no,no,4,0,30,1,7.50,2,1
313,Rajagopal Sathish,203,2011,Chennai Super Kings,Mumbai Indians,no,no,1,0,13,0,13.00,0,0
314,Nathan McCullum,207,2011,Chennai Super Kings,Pune Warriors,no,no,2,0,12,0,6.00,0,0
315,Jerome Taylor,207,2011,Chennai Super Kings,Pune Warriors,no,no,4,0,30,3,7.50,2,0
316,Alfonso Thomas,207,2011,Chennai Super Kings,Pune Warriors,no,no,4,0,29,2,7.25,1,0
317,Murali Kartik,207,2011,Chennai Super Kings,Pune Warriors,no,no,4,0,29,0,7.25,0,0
318,Rahul Sharma,207,2011,Chennai Super Kings,Pune Warriors,no,no,4,0,27,1,6.75,0,0
319,Yuvraj Singh,207,2011,Chennai Super Kings,Pune Warriors,no,no,2,0,14,0,7.00,0,0
320,Alfonso Thomas,209,2011,Chennai Super Kings,Pune Warriors,no,no,3.3,1,24,0,6.85,2,0
321,Jerome Taylor,209,2011,Chennai Super Kings,Pune Warriors,no,no,4,0,27,0,6.75,1,1
322,Murali Kartik,209,2011,Chennai Super Kings,Pune Warriors,no,no,4,1,27,1,6.75,0,0
323,Mitchell Marsh,209,2011,Chennai Super Kings,Pune Warriors,no,no,1,0,7,0,7.00,0,0
324,Rahul Sharma,209,2011,Chennai Super Kings,Pune Warriors,no,no,4,0,27,0,6.75,1,0
325,Yuvraj Singh,209,2011,Chennai Super Kings,Pune Warriors,no,no,1,0,10,0,10.00,0,0
326,Jesse Ryder,209,2011,Chennai Super Kings,Pune Warriors,no,no,2,0,21,1,10.50,1,0
327,Jean-Paul Duminy,217,2011,Chennai Super Kings,Deccan Chargers,no,no,3,0,21,0,7.00,1,0
328,Dan Christian,217,2011,Chennai Super Kings,Deccan Chargers,no,no,3,0,12,0,4.00,0,0
329,Ishant Sharma,217,2011,Chennai Super Kings,Deccan Chargers,no,no,4,0,41,0,10.25,0,1
330,Pragyan Ojha,217,2011,Chennai Super Kings,Deccan Chargers,no,no,4,0,26,3,6.50,1,0
331,Amit Mishra,217,2011,Chennai Super Kings,Deccan Chargers,no,no,3,0,34,0,11.33,0,0
332,Harmeet Singh,217,2011,Chennai Super Kings,Deccan Chargers,no,no,3,0,26,1,8.66,0,1
333,Nayan Doshi,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,2,0,24,0,12.00,0,0
334,Johan Botha,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,4,0,22,1,5.50,0,0
335,Shane Watson,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,4,0,27,0,6.75,0,0
336,Siddharth Trivedi,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,3.4,0,37,1,10.09,3,0
337,Shane Warne,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,3,0,14,0,4.66,0,0
338,Stuart Binny,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,1,0,12,0,12.00,0,0
339,Ashok Menaria,221,2011,Chennai Super Kings,Rajasthan Royals,no,no,1,0,13,0,13.00,1,0
340,Brett Lee,226,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,8,0,2.00,0,0
341,Iqbal Abdulla,226,2011,Chennai Super Kings,Kolkata Knight Riders,yes,no,4,0,15,1,3.75,1,0
342,Yusuf Pathan,226,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,25,1,6.25,1,0
343,Rajat Bhatia,226,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,10,0,5.00,0,0
344,Lakshmipathy Balaji,226,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,33,1,8.25,1,0
345,Jaydev Unadkat,226,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,11,0,11.00,0,0
346,Jacques Kallis,226,2011,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,9,0,9.00,0,0
347,Ashok Menaria,230,2011,Chennai Super Kings,Rajasthan Royals,no,no,2,0,17,0,8.50,1,0
348,Amit Singh,230,2011,Chennai Super Kings,Rajasthan Royals,no,no,4,0,40,1,10.00,0,0
349,Shane Watson,230,2011,Chennai Super Kings,Rajasthan Royals,no,no,4,0,47,0,11.75,1,0
350,Johan Botha,230,2011,Chennai Super Kings,Rajasthan Royals,no,no,4,0,23,1,5.75,1,0
351,Shane Warne,230,2011,Chennai Super Kings,Rajasthan Royals,no,no,4,0,34,0,8.50,2,0
352,Siddharth Trivedi,230,2011,Chennai Super Kings,Rajasthan Royals,no,no,2,0,33,0,16.50,0,0
353,Irfan Pathan,234,2011,Chennai Super Kings,Delhi Daredevils,no,no,4,0,40,1,10.00,0,1
354,Andrew McDonald,234,2011,Chennai Super Kings,Delhi Daredevils,no,no,2,0,23,0,11.50,0,0
355,Varun Aaron,234,2011,Chennai Super Kings,Delhi Daredevils,no,no,4,0,20,1,5.00,1,0
356,Ajit Agarkar,234,2011,Chennai Super Kings,Delhi Daredevils,no,no,4,0,49,1,12.25,0,0
357,Shahbaz Nadeem,234,2011,Chennai Super Kings,Delhi Daredevils,no,no,4,0,26,0,6.50,0,0
358,James Hopes,234,2011,Chennai Super Kings,Delhi Daredevils,no,no,2,0,16,0,8.00,0,0
359,RP Singh,242,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,4,0,34,1,8.50,0,0
360,Sreesanth,242,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,3,0,23,1,7.66,0,0
361,Muthiah Muralidaran,242,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,4,0,26,0,6.50,0,0
362,Brad Hodge,242,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,3,0,24,1,8.00,0,0
363,Vinay Kumar,242,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,2,0,17,0,8.50,1,0
364,Ravindra Jadeja,242,2011,Chennai Super Kings,Kochi Tuskers Kerala,no,no,4,0,26,2,6.50,1,0
365,Zaheer Khan,247,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,1,19,2,4.75,2,0
366,Sreenath Aravind,247,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,20,2,5.00,2,0
367,Daniel Vettori,247,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,15,2,3.75,0,0
368,Abhimanyu Mithun,247,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,35,1,8.75,1,0
369,Chris Gayle,247,2011,Chennai Super Kings,Royal Challengers Bangalore,yes,no,3,0,27,0,9.00,0,0
370,Virat Kohli,247,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,1,0,8,1,8.00,1,0
371,Zaheer Khan,249,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,31,2,7.75,2,0
372,Sreenath Aravind,249,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,32,1,10.66,0,0
373,Abhimanyu Mithun,249,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,32,1,10.66,1,1
374,Virat Kohli,249,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,19,0,9.50,0,1
375,Daniel Vettori,249,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3.4,0,42,0,11.45,0,0
376,Chris Gayle,249,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,19,0,4.75,1,0
377,Zaheer Khan,252,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,30,0,7.50,0,0
378,Sreenath Aravind,252,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,39,2,13.00,2,0
379,Chris Gayle,252,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,34,2,8.50,0,0
380,Jamaluddin Syed Mohammad,252,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,3,0,39,1,13.00,0,0
381,Daniel Vettori,252,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,34,0,8.50,0,0
382,Abhimanyu Mithun,252,2011,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,22,0,11.00,0,0
383,Lasith Malinga,253,2012,Chennai Super Kings,Mumbai Indians,no,no,3.5,0,16,2,4.17,2,0
384,Abu Nechim,253,2012,Chennai Super Kings,Mumbai Indians,no,no,2,0,17,0,8.50,1,0
385,Harbhajan Singh,253,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,24,0,6.00,2,0
386,James Franklin,253,2012,Chennai Super Kings,Mumbai Indians,no,no,2,0,18,1,9.00,0,0
387,Pragyan Ojha,253,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,17,2,4.25,0,0
388,Kieron Pollard,253,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,15,2,3.75,2,0
389,Ankit Sharma,258,2012,Chennai Super Kings,Deccan Chargers,no,no,3,0,28,1,9.33,0,0
390,Dale Steyn,258,2012,Chennai Super Kings,Deccan Chargers,no,no,4,0,25,2,6.25,4,0
391,Manpreet Gony,258,2012,Chennai Super Kings,Deccan Chargers,no,no,4,0,54,0,13.50,0,1
392,Dan Christian,258,2012,Chennai Super Kings,Deccan Chargers,no,no,4,0,26,2,6.50,0,0
393,Daniel Harris,258,2012,Chennai Super Kings,Deccan Chargers,no,no,1,0,11,0,11.00,0,0
394,TP Sudhindra,258,2012,Chennai Super Kings,Deccan Chargers,no,no,4,0,46,1,11.50,2,0
395,Irfan Pathan,263,2012,Chennai Super Kings,Delhi Daredevils,no,no,4,0,25,1,6.25,0,0
396,Umesh Yadav,263,2012,Chennai Super Kings,Delhi Daredevils,no,no,3,0,24,1,8.00,2,0
397,Morne Morkel,263,2012,Chennai Super Kings,Delhi Daredevils,yes,no,4,0,19,2,4.75,2,0
398,Kevin Pietersen,263,2012,Chennai Super Kings,Delhi Daredevils,no,no,2,0,16,0,8.00,0,0
399,Roelof van der Merwe,263,2012,Chennai Super Kings,Delhi Daredevils,no,no,4,0,15,0,3.75,0,0
400,Shahbaz Nadeem,263,2012,Chennai Super Kings,Delhi Daredevils,no,no,3,0,9,0,3.00,0,0
401,Daniel Vettori,265,2012,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,30,0,7.50,0,0
402,Zaheer Khan,265,2012,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,32,1,8.00,1,0
403,Vinay Kumar,265,2012,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,53,1,13.25,1,2
404,Raju Bhatkal,265,2012,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,35,0,17.50,0,0
405,Muthiah Muralidaran,265,2012,Chennai Super Kings,Royal Challengers Bangalore,no,no,4,0,21,3,5.25,0,0
406,Virat Kohli,265,2012,Chennai Super Kings,Royal Challengers Bangalore,no,no,2,0,36,0,18.00,0,0
407,Murali Kartik,268,2012,Chennai Super Kings,Pune Warriors,no,no,3,0,18,0,6.00,0,0
408,Ashok Dinda,268,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,30,1,7.50,0,2
409,Ashish Nehra,268,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,43,1,10.75,1,0
410,Rahul Sharma,268,2012,Chennai Super Kings,Pune Warriors,no,no,3,0,16,2,5.33,0,0
411,Marlon Samuels,268,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,29,0,7.25,1,0
412,Angelo Mathews,268,2012,Chennai Super Kings,Pune Warriors,no,no,2,0,18,1,9.00,0,0
413,Murali Kartik,276,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,24,0,6.00,0,0
414,Ashish Nehra,276,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,23,2,5.75,0,0
415,Bhuvneshwar Kumar,276,2012,Chennai Super Kings,Pune Warriors,no,no,3,0,37,0,12.33,0,1
416,Marlon Samuels,276,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,39,3,9.75,0,0
417,Rahul Sharma,276,2012,Chennai Super Kings,Pune Warriors,no,no,4,0,28,0,7.00,0,0
418,Angelo Mathews,276,2012,Chennai Super Kings,Pune Warriors,no,no,1,0,12,0,12.00,0,0
419,Ashok Menaria,278,2012,Chennai Super Kings,Rajasthan Royals,no,no,2,0,10,0,5.00,0,0
420,Stuart Binny,278,2012,Chennai Super Kings,Rajasthan Royals,no,no,2,0,20,0,10.00,0,0
421,Amit Singh,278,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,45,0,11.25,1,0
422,Kevon Cooper,278,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,23,2,5.75,0,0
423,Brad Hogg,278,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,18,1,4.50,0,0
424,Siddharth Trivedi,278,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,30,0,7.50,0,0
425,Praveen Kumar,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,40,1,10.00,1,0
426,Bhargav Bhatt,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,2,0,13,0,6.50,0,0
427,Bipul Sharma,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,1,0,11,0,11.00,0,0
428,Parvinder Awana,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,34,0,8.50,1,0
429,Azhar Mahmood,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,25,3,6.25,0,0
430,Piyush Chawla,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,20,2,5.00,1,0
431,David Hussey,289,2012,Chennai Super Kings,Kings XI Punjab,no,no,1,0,3,1,3.00,0,0
432,Iqbal Abdulla,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,18,0,6.00,0,0
433,Brett Lee,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,34,1,8.50,0,0
434,Yusuf Pathan,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,10,0,10.00,1,0
435,Sunil Narine,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,24,1,6.00,0,0
436,Jacques Kallis,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,21,2,5.25,1,0
437,Rajat Bhatia,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,22,0,7.33,1,0
438,Laxmi Shukla,293,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,1,0,7,0,7.00,0,0
439,Ankit Sharma,298,2012,Chennai Super Kings,Deccan Chargers,no,no,2,0,13,0,6.50,0,0
440,Dale Steyn,298,2012,Chennai Super Kings,Deccan Chargers,no,no,4,0,25,0,6.25,0,0
441,Veer Pratap Singh,298,2012,Chennai Super Kings,Deccan Chargers,no,no,3,0,35,2,11.66,1,0
442,Dan Christian,298,2012,Chennai Super Kings,Deccan Chargers,no,no,4,0,35,1,8.75,1,0
443,Abhishek Jhunjhunwala,298,2012,Chennai Super Kings,Deccan Chargers,no,no,3,0,13,1,4.33,0,0
444,Amit Mishra,298,2012,Chennai Super Kings,Deccan Chargers,no,no,2,0,18,1,9.00,0,0
445,Ashish Reddy,298,2012,Chennai Super Kings,Deccan Chargers,no,no,2,0,16,1,8.00,0,1
446,Robin Peterson,301,2012,Chennai Super Kings,Mumbai Indians,no,no,2,0,22,0,11.00,0,0
447,RP Singh,301,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,28,3,7.00,1,0
448,Munaf Patel,301,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,46,0,11.50,1,0
449,Lasith Malinga,301,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,25,3,6.25,1,0
450,Harbhajan Singh,301,2012,Chennai Super Kings,Mumbai Indians,no,no,3,0,14,0,4.66,2,0
451,Dwayne Smith,301,2012,Chennai Super Kings,Mumbai Indians,yes,no,2,0,26,0,13.00,0,0
452,James Franklin,301,2012,Chennai Super Kings,Mumbai Indians,no,no,1,0,8,1,8.00,0,0
453,Shane Watson,308,2012,Chennai Super Kings,Rajasthan Royals,no,no,3,0,32,1,10.66,1,0
454,Pankaj Singh,308,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,34,2,8.50,1,0
455,Shaun Tait,308,2012,Chennai Super Kings,Rajasthan Royals,no,no,3.1,0,20,0,6.31,4,1
456,Johan Botha,308,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,23,0,5.75,0,0
457,Siddharth Trivedi,308,2012,Chennai Super Kings,Rajasthan Royals,no,no,4,0,18,2,4.50,1,0
458,Morne Morkel,311,2012,Chennai Super Kings,Delhi Daredevils,no,no,4,0,31,0,7.75,0,0
459,Umesh Yadav,311,2012,Chennai Super Kings,Delhi Daredevils,no,no,3,0,24,0,8.00,1,0
460,Varun Aaron,311,2012,Chennai Super Kings,Delhi Daredevils,no,no,3.2,0,28,0,8.40,0,0
461,Roelof van der Merwe,311,2012,Chennai Super Kings,Delhi Daredevils,no,no,3,0,17,0,5.66,0,0
462,Irfan Pathan,311,2012,Chennai Super Kings,Delhi Daredevils,no,no,2,0,15,1,7.50,0,0
463,Marchant de Lange,315,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,37,0,12.33,0,0
464,Lakshmipathy Balaji,315,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,33,0,8.25,1,0
465,Sunil Narine,315,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,14,2,3.50,0,0
466,Jacques Kallis,315,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,3,0,25,0,8.33,0,0
467,Rajat Bhatia,315,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,4,0,33,2,8.25,0,0
468,Yusuf Pathan,315,2012,Chennai Super Kings,Kolkata Knight Riders,no,no,2,0,14,0,7.00,0,0
469,Praveen Kumar,318,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,18,2,4.50,0,0
470,Ryan Harris,318,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,24,1,6.00,1,0
471,Azhar Mahmood,318,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,28,2,7.00,0,0
472,Parvinder Awana,318,2012,Chennai Super Kings,Kings XI Punjab,no,no,4,0,12,2,3.00,0,0
473,David Hussey,318,2012,Chennai Super Kings,Kings XI Punjab,no,no,3,0,23,0,7.66,0,0
474,Piyush Chawla,318,2012,Chennai Super Kings,Kings XI Punjab,no,no,1,0,12,0,12.00,0,0
475,Harbhajan Singh,326,2012,Chennai Super Kings,Mumbai Indians,no,no,3,1,20,0,6.66,0,0
476,Dhawal Kulkarni,326,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,46,3,11.50,2,0
477,RP Singh,326,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,34,0,8.50,0,0
478,Lasith Malinga,326,2012,Chennai Super Kings,Mumbai Indians,no,no,4,0,41,0,10.25,1,0
479,Kieron Pollard,326,2012,Chennai Super Kings,Mumbai Indians,no,no,3,0,26,1,8.66,0,0
480,Dwayne Smith,326,2012,Chennai Super Kings,Mumbai Indians,no,no,1,0,6,0,6.00,0,0
481,James Franklin,326,2012,Chennai Super Kings,Mumbai Indians,no,no,1,0,12,1,12.00,0,0
482,Sunny Gupta,327,2012,Chennai Super Kings,Delhi Daredevils,no,no,3,0,47,0,15.66,1,0
