,player_name,match_no,season,base_team_name,vs_team,mvp_status,debut_status,player_tag,player_status,bat_runs,bat_number_of_balls,bat_No_of_fours,bat_No_of_sixs,bat_strike_rate,did_not_bat_status,fall_of_wicket_status
13575,AB de Villiers,543,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Raina b Tambe,20,16,2,0,125.00,no,2-59 (AB de Villiers
13576,KL Rahul,543,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,['\x86'],not out,51,35,4,3,145.71,no,na
13577,Virat Kohli,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['(c)'],c Ashish Reddy b Mustafizur Rahman,14,17,1,0,82.35,no,na
13578,KL Rahul,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['\x86'],c Ojha b Henriques,51,28,6,1,182.14,no,na
13579,AB de Villiers,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Williamson b Sran,47,32,3,2,146.87,no,na
13580,Shane Watson,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (Sran),2,3,0,0,66.66,no,na
13581,Sachin Baby,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Dhawan b Nehra,27,16,3,1,168.75,no,na
13582,Kedar Jadhav,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,25,15,0,2,166.66,no,na
13583,Parvez Rasool,551,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Henriques b Kumar,10,9,1,0,111.11,no,na
13584,KL Rahul,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['\x86'],c Pathan b Chawla,52,32,6,2,162.50,no,2-92 (KL Rahul
13585,Chris Gayle,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Uthappa b Morkel,7,7,0,1,100.00,no,1-8 (Chris Gayle
13586,Virat Kohli,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['(c)'],c Russell b Morkel,52,44,4,0,118.18,no,4-129 (Virat Kohli
13587,AB de Villiers,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,lbw b Chawla,4,6,0,0,66.66,no,3-109 (AB de Villiers
13588,Shane Watson,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,run out (Pandey/Uthappa),34,21,5,1,161.90,no,7-185 (Shane Watson
13589,Sachin Baby,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c & b Russell,16,8,2,1,200.00,no,5-167 (Sachin Baby
13590,Stuart Binny,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Pandey b UT Yadav,16,4,1,2,400.00,no,6-184 (Stuart Binny
13591,Varun Aaron,554,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,0,0,0,0,-,no,na
13592,Virat Kohli,559,2016,Royal Challengers Bangalore,Rising Pune Supergiants,yes,no,['(c)'],not out,108,58,8,7,186.20,no,na
13593,KL Rahul,559,2016,Royal Challengers Bangalore,Rising Pune Supergiants,no,no,['\x86'],c Bailey b Zampa,38,35,1,2,108.57,no,na
13594,AB de Villiers,559,2016,Royal Challengers Bangalore,Rising Pune Supergiants,no,no,normal,c Perera b Zampa,1,3,0,0,33.33,no,na
13595,Shane Watson,559,2016,Royal Challengers Bangalore,Rising Pune Supergiants,no,no,normal,lbw b Singh,36,13,5,2,276.92,no,na
13596,Travis Head,559,2016,Royal Challengers Bangalore,Rising Pune Supergiants,no,no,normal,not out,6,9,0,0,66.66,no,na
13597,Virat Kohli,563,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,['(c)'],c Vijay b Cariappa,20,21,2,0,95.23,no,2-64 (Virat Kohli
13598,KL Rahul,563,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,['\x86'],b Cariappa,42,25,6,1,168.00,no,1-63 (KL Rahul
13599,AB de Villiers,563,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Cariappa b Sandeep Sharma,64,35,5,2,182.85,no,4-155 (AB de Villiers
13600,Shane Watson,563,2016,Royal Challengers Bangalore,Kings XI Punjab,yes,no,normal,b Patel,1,3,0,0,33.33,no,3-67 (Shane Watson
13601,Sachin Baby,563,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,run out (Miller/Saha),33,29,1,0,113.79,no,6-175 (Sachin Baby
13602,Travis Head,563,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Vijay b Sandeep Sharma,11,7,1,0,157.14,no,5-174 (Travis Head
13603,Stuart Binny,563,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,0,0,0,0,-,no,na
13604,Virat Kohli,565,2016,Royal Challengers Bangalore,Mumbai Indians,no,no,['(c)'],c Harbhajan Singh b McClenaghan,7,7,0,1,100.00,no,1-8 (Virat Kohli
13605,Chris Gayle,565,2016,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Sharma b Southee,5,6,1,0,83.33,no,2-17 (Chris Gayle
13606,AB de Villiers,565,2016,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Rayudu b Pandya,24,27,1,1,88.88,no,3-60 (AB de Villiers
13607,KL Rahul,565,2016,Royal Challengers Bangalore,Mumbai Indians,no,no,['\x86'],not out,68,53,3,4,128.30,no,na
13608,Shane Watson,565,2016,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,run out (Sharma),15,14,1,1,107.14,no,4-98 (Shane Watson
13609,Sachin Baby,565,2016,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,25,13,2,2,192.30,no,na
13610,Chris Gayle,568,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,b Kulkarni,6,13,1,0,46.15,no,1-19 (Chris Gayle
13611,Virat Kohli,568,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,['(c)'],c Bravo b Kumar,109,55,5,8,198.18,no,2-248 (Virat Kohli
13612,AB de Villiers,568,2016,Royal Challengers Bangalore,Gujarat Lions,yes,no,normal,not out,129,52,10,12,248.07,no,na
13613,Shane Watson,568,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Karthik b Kumar,0,1,0,0,0.00,no,3-248 (Shane Watson
13614,Chris Gayle,572,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,lbw b Narine,49,31,5,4,158.06,no,na
13615,Virat Kohli,572,2016,Royal Challengers Bangalore,Kolkata Knight Riders,yes,no,['(c)'],not out,75,51,5,3,147.05,no,na
13616,AB de Villiers,572,2016,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,59,31,5,3,190.32,no,na
13617,Chris Gayle,574,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Miller b Patel,73,32,4,8,228.12,no,1-147 (Chris Gayle
13618,Virat Kohli,574,2016,Royal Challengers Bangalore,Kings XI Punjab,yes,no,['(c)'],c Miller b Sandeep Sharma,113,50,12,8,226.00,no,3-199 (Virat Kohli
13619,AB de Villiers,574,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,b Abbott,0,2,0,0,0.00,no,2-154 (AB de Villiers
13620,KL Rahul,574,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,['\x86'],not out,16,6,3,0,266.66,no,na
13621,Shane Watson,574,2016,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,1,2,0,0,50.00,no,na
13622,Chris Gayle,580,2016,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,b Morris,1,4,0,0,25.00,no,na
13623,Virat Kohli,580,2016,Royal Challengers Bangalore,Delhi Daredevils,yes,no,['(c)'],not out,54,45,6,0,120.00,no,na
13624,AB de Villiers,580,2016,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Yadav b Khan,6,8,1,0,75.00,no,na
13625,KL Rahul,580,2016,Royal Challengers Bangalore,Delhi Daredevils,no,no,['\x86'],b Brathwaite,38,23,4,1,165.21,no,na
13626,Shane Watson,580,2016,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Billings b Negi,14,18,0,1,77.77,no,na
13627,Stuart Binny,580,2016,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,not out,16,11,2,0,145.45,no,na
13628,Chris Gayle,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,b Kulkarni,9,12,2,0,75.00,no,na
13629,Virat Kohli,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,['(c)'],b Kulkarni,0,2,0,0,0.00,no,na
13630,AB de Villiers,581,2016,Royal Challengers Bangalore,Gujarat Lions,yes,no,normal,not out,79,47,5,5,168.08,no,na
13631,KL Rahul,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,['\x86'],c Smith b Kulkarni,0,1,0,0,0.00,no,na
13632,Shane Watson,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Smith b Jadeja,1,6,0,0,16.66,no,na
13633,Sachin Baby,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Jakati b Kulkarni,0,3,0,0,0.00,no,na
13634,Stuart Binny,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,lbw b Jadeja,21,15,2,1,140.00,no,na
13635,Iqbal Abdulla,581,2016,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,not out,33,25,3,1,132.00,no,na
13636,Chris Gayle,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Bipul Sharma b Cutting,76,38,4,8,200.00,no,na
13637,Virat Kohli,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['(c)'],b Sran,54,35,5,2,154.28,no,na
13638,AB de Villiers,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Henriques b Bipul Sharma,5,6,0,0,83.33,no,na
13639,KL Rahul,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['\x86'],b Cutting,11,9,1,0,122.22,no,na
13640,Shane Watson,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Henriques b Mustafizur Rahman,11,9,0,1,122.22,no,na
13641,Sachin Baby,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,18,10,1,1,180.00,no,na
13642,Stuart Binny,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (Hooda/Ojha),9,7,0,1,128.57,no,na
13643,Chris Jordan,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (Ojha),3,4,0,0,75.00,no,na
13644,Iqbal Abdulla,584,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,4,2,1,0,200.00,no,na
13645,Chris Gayle,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Warner b Hooda,32,21,2,3,152.38,no,na
13646,Mandeep Singh,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,b Rashid Khan,24,16,5,0,150.00,no,na
13647,Travis Head,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Yuvraj Singh b Rashid Khan,30,22,3,0,136.36,no,na
13648,Kedar Jadhav,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['\x86'],run out (Cutting),31,16,4,1,193.75,no,na
13649,Shane Watson,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,['(c)'],c Henriques b Nehra,22,17,1,1,129.41,no,na
13650,Sachin Baby,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Henriques b Bipul Sharma,1,3,0,0,33.33,no,na
13651,Stuart Binny,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Yuvraj Singh b Kumar,11,10,0,1,110.00,no,na
13652,Sreenath Aravind,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,b Nehra,0,2,0,0,0.00,no,na
13653,Tymal Mills,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,c Warner b Kumar,6,3,0,1,200.00,no,na
13654,Yuzvendra Chahal,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,run out (sub [CJ Jordan]),3,7,0,0,42.85,no,na
13655,Aniket Choudhary,585,2017,Royal Challengers Bangalore,Sunrisers Hyderabad,no,no,normal,not out,6,2,0,1,300.00,no,na
13656,Chris Gayle,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Samson b Morris,6,8,1,0,75.00,no,1-26 (Chris Gayle
13657,Shane Watson,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,['(c)'],st Pant b Nadeem,24,24,4,0,100.00,no,3-55 (Shane Watson
13658,Mandeep Singh,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,b Cummins,12,10,3,0,120.00,no,2-41 (Mandeep Singh
13659,Kedar Jadhav,589,2017,Royal Challengers Bangalore,Delhi Daredevils,yes,no,normal,c Morris b Khan,69,37,5,5,186.48,no,6-142 (Kedar Jadhav
13660,Stuart Binny,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,c Billings b Khan,16,18,1,0,88.88,no,4-121 (Stuart Binny
13661,Vishnu Vinod,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,['\x86'],run out (Nadeem/Khan),9,5,0,1,180.00,no,5-142 (Vishnu Vinod
13662,Pawan Negi,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,b Morris,10,8,0,1,125.00,no,7-157 (Pawan Negi
13663,Iqbal Abdulla,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,not out,5,7,0,0,71.42,no,na
13664,Tymal Mills,589,2017,Royal Challengers Bangalore,Delhi Daredevils,no,no,normal,b Morris,0,3,0,0,0.00,no,8-157 (Tymal Mills
13665,Shane Watson,592,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,['(c)'],b Patel,1,4,0,0,25.00,no,1-2 (Shane Watson
13666,Vishnu Vinod,592,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,['\x86'],c Maxwell b Sandeep Sharma,7,12,1,0,58.33,no,2-18 (Vishnu Vinod
13667,AB de Villiers,592,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,89,46,3,9,193.47,no,na
13668,Kedar Jadhav,592,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,lbw b Aaron,1,4,0,0,25.00,no,3-22 (Kedar Jadhav
13669,Mandeep Singh,592,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Saha b Aaron,28,34,1,1,82.35,no,4-68 (Mandeep Singh
13670,Stuart Binny,592,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,18,20,1,1,90.00,no,na
13671,Chris Gayle,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Patel b HH Pandya,22,27,2,1,81.48,no,1-63 (Chris Gayle
13672,Virat Kohli,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,['(c)'],c Buttler b McClenaghan,62,47,5,2,131.91,no,2-110 (Virat Kohli
13673,AB de Villiers,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Sharma b KH Pandya,19,21,0,1,90.47,no,3-115 (AB de Villiers
13674,Kedar Jadhav,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,['\x86'],run out (Bumrah),9,8,0,0,112.50,no,4-127 (Kedar Jadhav
13675,Pawan Negi,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,13,13,0,0,100.00,no,na
13676,Mandeep Singh,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,b McClenaghan,0,1,0,0,0.00,no,5-127 (Mandeep Singh
13677,Stuart Binny,596,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,6,4,0,0,150.00,no,na
13678,Virat Kohli,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,['(c)'],c Rahane b Stokes,28,19,3,1,147.36,no,na
13679,Mandeep Singh,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Dhoni b Thakur,0,3,0,0,0.00,no,na
13680,AB de Villiers,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,st Dhoni b Imran Tahir,29,30,1,2,96.66,no,na
13681,Kedar Jadhav,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,['\x86'],b Unadkat,18,22,0,0,81.81,no,na
13682,Shane Watson,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,b Stokes,14,18,1,0,77.77,no,na
13683,Stuart Binny,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,b Thakur,18,8,2,1,225.00,no,na
13684,Pawan Negi,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Tripathi b Thakur,10,7,0,1,142.85,no,na
13685,Adam Milne,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,b Stokes,2,3,0,0,66.66,no,na
13686,Samuel Badree,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,b Unadkat,0,1,0,0,0.00,no,na
13687,Sreenath Aravind,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,not out,6,7,0,0,85.71,no,na
13688,Yuzvendra Chahal,601,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,not out,1,2,0,0,50.00,no,na
13689,Chris Gayle,604,2017,Royal Challengers Bangalore,Gujarat Lions,yes,no,normal,lbw b Basil Thampi,77,38,5,7,202.63,no,1-122 (Chris Gayle
13690,Virat Kohli,604,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,['(c)'],c Smith b Kulkarni,64,50,7,1,128.00,no,2-159 (Virat Kohli
13691,Travis Head,604,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,not out,30,16,2,1,187.50,no,na
13692,Kedar Jadhav,604,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,['\x86'],not out,38,16,5,2,237.50,no,na
13693,Chris Gayle,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Coulter-Nile b Woakes,7,17,1,0,41.17,no,na
13694,Virat Kohli,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['(c)'],c Pandey b Coulter-Nile,0,1,0,0,0.00,no,na
13695,Mandeep Singh,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Pandey b UT Yadav,1,3,0,0,33.33,no,na
13696,AB de Villiers,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Uthappa b Coulter-Nile,8,6,2,0,133.33,no,na
13697,Kedar Jadhav,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['\x86'],c Woakes b Coulter-Nile,9,7,2,0,128.57,no,na
13698,Stuart Binny,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Uthappa b Woakes,8,9,2,0,88.88,no,na
13699,Pawan Negi,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,lbw b de Grandhomme,2,3,0,0,66.66,no,na
13700,Samuel Badree,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,lbw b Woakes,0,3,0,0,0.00,no,na
13701,Tymal Mills,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Kuldeep Yadav b de Grandhomme,2,5,0,0,40.00,no,na
13702,Sreenath Aravind,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,5,4,1,0,125.00,no,na
13703,Yuzvendra Chahal,611,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Pandey b de Grandhomme,0,2,0,0,0.00,no,na
13704,Chris Gayle,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Karthik b Tye,8,11,1,0,72.72,no,2-22 (Chris Gayle
13705,Virat Kohli,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,['(c)'],c Finch b Basil Thampi,10,13,0,1,76.92,no,1-22 (Virat Kohli
13706,AB de Villiers,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,run out (Jadeja),5,11,0,0,45.45,no,5-60 (AB de Villiers
13707,Travis Head,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Raina b Tye,0,1,0,0,0.00,no,3-22 (Travis Head
13708,Kedar Jadhav,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,['\x86'],b Jadeja,31,18,4,1,172.22,no,4-58 (Kedar Jadhav
13709,Mandeep Singh,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Jadeja b Tye,8,14,0,0,57.14,no,8-110 (Mandeep Singh
13710,Pawan Negi,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Basil Thampi b Ankit Soni,32,19,3,2,168.42,no,6-100 (Pawan Negi
13711,Samuel Badree,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c Ishan Kishan b Jadeja,3,3,0,0,100.00,no,7-105 (Samuel Badree
13712,Sreenath Aravind,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,c McCullum b Faulkner,9,16,0,0,56.25,no,9-133 (Sreenath Aravind
13713,Aniket Choudhary,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,not out,15,12,1,0,125.00,no,na
13714,Yuzvendra Chahal,615,2017,Royal Challengers Bangalore,Gujarat Lions,no,no,normal,run out (McCullum/Karthik),1,2,0,0,50.00,no,10-134 (Yuzvendra Chahal
13715,Travis Head,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,b Unadkat,2,5,0,0,40.00,no,na
13716,Virat Kohli,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,['(c)'],c sub (MA Agarwal) b Christian,55,48,4,1,114.58,no,na
13717,AB de Villiers,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Tiwary b Ferguson,3,8,0,0,37.50,no,na
13718,Kedar Jadhav,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,['\x86'],run out (Ferguson/Dhoni),7,12,1,0,58.33,no,na
13719,Sachin Baby,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Smith b Washington Sundar,2,4,0,0,50.00,no,na
13720,Stuart Binny,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Washington Sundar b Ferguson,1,7,0,0,14.28,no,na
13721,Pawan Negi,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Christian b Imran Tahir,3,7,0,0,42.85,no,na
13722,Adam Milne,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,c Smith b Imran Tahir,5,8,0,0,62.50,no,na
13723,Samuel Badree,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,b Imran Tahir,2,7,0,0,28.57,no,na
13724,Sreenath Aravind,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,not out,8,5,1,0,160.00,no,na
13725,Yuzvendra Chahal,618,2017,Royal Challengers Bangalore,Rising Pune Supergiant,no,no,normal,not out,4,9,0,0,44.44,no,na
13726,Virat Kohli,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,['(c)'],c RG Sharma b McClenaghan,20,14,0,2,142.85,no,2-40 (Virat Kohli
13727,Mandeep Singh,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c HH Pandya b KV Sharma,17,13,3,0,130.76,no,1-31 (Mandeep Singh
13728,Travis Head,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c HH Pandya b KH Pandya,12,15,1,0,80.00,no,3-85 (Travis Head
13729,AB de Villiers,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Bumrah b KH Pandya,43,27,3,3,159.25,no,4-102 (AB de Villiers
13730,Kedar Jadhav,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,['\x86'],c Pollard b McClenaghan,28,22,2,0,127.27,no,7-162 (Kedar Jadhav
13731,Shane Watson,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,b Bumrah,3,5,0,0,60.00,no,5-108 (Shane Watson
13732,Pawan Negi,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,c Pollard b McClenaghan,35,23,1,3,152.17,no,6-162 (Pawan Negi
13733,Adam Milne,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,not out,0,1,0,0,0.00,no,na
13734,Sreenath Aravind,622,2017,Royal Challengers Bangalore,Mumbai Indians,no,no,normal,run out (Patel),0,0,0,0,-,no,8-162 (Sreenath Aravind
13735,Mandeep Singh,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,b Maxwell,46,40,5,2,115.00,no,na
13736,Chris Gayle,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Guptill b Sandeep Sharma,0,2,0,0,0.00,no,na
13737,Virat Kohli,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,['(c)'],b Sandeep Sharma,6,6,1,0,100.00,no,na
13738,AB de Villiers,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Saha b Sandeep Sharma,10,6,1,1,166.66,no,na
13739,Kedar Jadhav,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,['\x86'],c Patel b Sharma,6,6,1,0,100.00,no,na
13740,Shane Watson,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Saha b Patel,3,6,0,0,50.00,no,na
13741,Pawan Negi,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Saha b Patel,21,23,2,0,91.30,no,na
13742,Sreenath Aravind,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,lbw b Maxwell,4,6,0,0,66.66,no,na
13743,Samuel Badree,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,b Patel,8,9,0,0,88.88,no,na
13744,Aniket Choudhary,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,c Guptill b Sharma,4,6,0,0,66.66,no,na
13745,Yuzvendra Chahal,627,2017,Royal Challengers Bangalore,Kings XI Punjab,no,no,normal,not out,4,4,0,0,100.00,no,na
13746,Chris Gayle,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Gambhir b Yadav,0,1,0,0,0.00,no,1-0 (Chris Gayle
13747,Mandeep Singh,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Yadav b Narine,52,43,4,1,120.93,no,4-105 (Mandeep Singh
13748,Virat Kohli,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['(c)'],lbw b Yadav,5,9,0,0,55.55,no,2-20 (Virat Kohli
13749,AB de Villiers,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,b Narine,10,8,2,0,125.00,no,3-34 (AB de Villiers
13750,Travis Head,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,75,47,3,5,159.57,no,na
13751,Kedar Jadhav,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,['\x86'],c Yadav b Woakes,8,9,1,0,88.88,no,5-125 (Kedar Jadhav
13752,Pawan Negi,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,c Lynn b Yadav,5,3,1,0,166.66,no,6-142 (Pawan Negi
13753,Sreenath Aravind,630,2017,Royal Challengers Bangalore,Kolkata Knight Riders,no,no,normal,not out,0,0,0,0,-,no,na
